# tau=beta*t, lambda=exp[(gamma_dot/beta)*tau], sigma_norm=sigma/mu
# tau lambda sigma_over_mu
8.475532669040878320e-01 1.403573250494818403e+00 1.089917202432499010e+00
8.498439514092340774e-01 1.404859897263862401e+00 1.090632020898693044e+00
8.521346359143802118e-01 1.406147723493905710e+00 1.091340415339973502e+00
8.544253204195264573e-01 1.407436730266152347e+00 1.092042414780204362e+00
8.567160049246725917e-01 1.408726918662798200e+00 1.092738048122172456e+00
8.590066894298188371e-01 1.410018289767030808e+00 1.093427344148105052e+00
8.612973739349649716e-01 1.411310844663030917e+00 1.094110331520176782e+00
8.635880584401111060e-01 1.412604584435972921e+00 1.094787038781020794e+00
8.658787429452573514e-01 1.413899510172025975e+00 1.095457494354236339e+00
8.681694274504034858e-01 1.415195622958355104e+00 1.096121726544890596e+00
8.704601119555497313e-01 1.416492923883121868e+00 1.096779763540022268e+00
8.727507964606958657e-01 1.417791414035485031e+00 1.097431633409142515e+00
8.750414809658421111e-01 1.419091094505602557e+00 1.098077364104731002e+00
8.773321654709882456e-01 1.420391966384630722e+00 1.098716983462732388e+00
